MovieID,Title,Genres,Year,Director,Genre,Plot
6729,The Bostonians,Drama|Romance,1984,,,
6730,Convoy,Action|Comedy|Drama,1978,Sam Peckinpah,action,"In the Arizona desert, truck driver Martin ""Rubber Duck"" Penwald is passed by a woman in a Jaguar E-Type, which leads to an encounter with a sheriff's deputy. Proceeding on his way, Rubber Duck runs into fellow truck drivers Pig Pen/Love Machine and Spider Mike, when another ""trucker"" informs them over the C.B. that they are okay to increase their speed. The ""trucker"" turns out to be Sheriff ""Dirty Lyle"" Wallace, a long-time nemesis of the Duck, who extorts them for $50 each.
The truckers head on to Rafael's Glide-In where the Duck's sometime girlfriend, Violet, works as a waitress. Melissa, the driver of the Jaguar, is also there; the car broke down and she had to sell it and some of her belongings in an effort to leave Arizona, as she's due in Dallas for a job. The Duck offers Melissa a ride; Violet is unimpressed and ushers him away to give him a special birthday present. While away, Wallace shows up at the Glide-In checking plates. Pig Pen and Spider Mike start making fun of Wallace over the diner's base-station CB radio, leading to Wallace attempting to arrest Spider Mike for ""vagrancy"".
The Duck, having been warned by Widow Woman, enters and tries to smooth things over. But Lyle is determined and insults Mike, who is desperate to get home to his pregnant wife. Mike punches Wallace, leading to a brawl in the diner when some deputies arrive to assist Wallace. The assorted truckers prevail, and the Duck handcuffs Wallace to a bar stool. After pulling the spark plug wires and distributor caps out of the police cars, they all decide to head for the state line to avoid prosecution.
The truckers drive across Arizona and New Mexico, with Wallace in belated pursuit after he forces a local youth outside the diner to give up his vehicle when he finds him possessing drugs. He catches up with Duck, but matters are made worse when Melissa accidentally causes Duck to veer into the path of Wallace's vehicle, forcing him to crash through a billboard and into a ditch, only infuriating him further. The initial police pursuit is foiled when Duck leads the truckers off the main highway and down a rough dusty desert trail, causing several of the police cars to crash. Wallace in yet another vehicle, this time commandeered from one of the state troopers, is again thwarted when Pig Pen and Spider Mike crush his vehicle between their rigs while in motion. Additional independent truckers join them to form a mile-long convoy in support of the Rubber Duck's vendetta against the abusive Wallace. The truckers communicate with each other via CB radio, and much CB jargon is sprinkled throughout the film. As the rebellious truckers evade and confront the police, Rubber Duck becomes a reluctant anti hero.
It becomes apparent the truckers have a great deal of political support and the Governor of New Mexico, Jerry Haskins, meets Rubber Duck. At about the same time, Wallace and a brutal Alvarez, Texas, sheriff, arrest Spider Mike, who left the convoy to be with his wife after giving birth to their son. Wallace's plan is to use Mike as ""bait"" to trap Rubber Duck. A janitor at the jail, aware of the plan, messages by CB radio that Spider Mike has been arrested and beaten. Various truckers relay the message to New Mexico.
Rubber Duck ends the meeting with Haskins and leaves to rescue Spider Mike. Several other truckers join him and head east to Texas. The truckers eventually destroy half of the town and the jail and rescue Spider Mike. Knowing they will now be hunted by the authorities, the truckers head for the border of Mexico. On the way, Rubber Duck gets separated from the rest of the convoy when the others get stopped by a traffic accident. The film culminates with a showdown near the United States-Mexico border where Rubber Duck is forced to face Wallace and a National Guard unit stationed on a bridge. Firing a machine gun, Wallace and the Guardsmen cause the truck's tanker trailer to explode, while Rubber Duck deliberately steers the tractor unit over the side of the bridge, plummeting into the churning river below, sending Duck presumably to his death.
A public funeral is held for Rubber Duck, in which Haskins promises to work for the truckers by taking their case to Washington, D.C. Disgusted with the politics of the situation, Pig Pen abruptly leaves the funeral. A distraught Melissa is led to a school bus with several ""long-haired friends of Jesus"" inside. There she finds Rubber Duck in disguise sitting in the back. He asks, ""You ever seen a duck that couldn't swim?"" The convoy takes to the road with the coffin in tow, abruptly ending the politicians' speeches. As the bus passes Wallace, he spies the Duck and bursts into laughter."
6731,Day of the Dead,Horror|Thriller,1985,George A. Romero,horror,"Zombies have overrun the entire world, outnumbering humans 400,000 to 1. The remaining live humans live in barricaded camps and secure underground bunkers. In an underground facility in the Everglades that houses scientists and soldiers, the scientists are trying to find a solution to the zombie pandemic, in exchange for the soldiers to protect them and to facilitate their work. Dr. Sarah Bowman (Lori Cardille), her boyfriend Private Miguel Salazar (Anthony Dileo Jr.), radio operator Bill McDermott (Jarlath Conroy), and helicopter pilot John (Terry Alexander) fly from their underground base to Fort Myers, Florida, in an attempt to locate additional survivors. They encounter a large horde of the undead and return to their army base.
Dr. Logan (Richard Liberty), the lead scientist—also known as ""Frankenstein"" due to his grisly surgical dissections of zombies—believes that the zombies can be trained to become docile, and accordingly has amassed a collection of test subjects, which are kept in a large underground corral in the compound, in spite of the objections of Captain Rhodes (Joseph Pilato). The tension between soldiers and scientists worsens in the face of dwindling supplies, loss of communication with other survivors, and slow progress in research.
During a meeting between the scientists and the soldiers, Rhodes announces that, following the death of the previous base commander Major Cooper, he is taking command of the base. He also informs the scientists that henceforth they will work under his orders, and that anyone who objects will be executed instantly. Dr. Logan hopes to secure Rhodes' cooperation by showing him the results of his research. He is especially proud of ""Bub"" (Sherman Howard), a docile zombie who remembers some parts of his past life and engages in rudimentary human behavior: listening to music, aiming a pistol, saluting Captain Rhodes and even repeating a string of garbled words. ""Civility must be rewarded,"" Logan tells Rhodes. ""If it's not rewarded, there's no use for it."" Rhodes, however, is not impressed.
During a zombie roundup mission, two of the soldiers, Miller (Phillip G. Kellams) and Johnson (Gregory Nicotero) are killed after a zombie escapes its harness, whereupon Miguel attempts to kill the creature, but is bitten on the arm. Sarah amputates the arm and cauterizes it with fire to stop the spreading infection. Rhodes then calls off the experiments and demands that all captive zombies be destroyed. Sarah and Bill later discover a crude form of Dr. Logan's experimentation involving the bodies of Miller and Johnson and an audio tape in which a crazed Logan talks to his ""Father"" and ""Mother""; shocked; both Sarah and Bill plan to leave in the helicopter immediately before someone else does.
Conditions worsen further when Rhodes finds out that Logan has been feeding the flesh of his dead soldiers to Bub as a reward for his docility and positive behavior. Enraged, Rhodes kills Logan and his assistant Dr. Fisher. He then locks Sarah and Bill inside the zombie corral and attempts to force John to fly him and his men away from the base, which John refuses to do.
Bub manages to escape from his chain and finds Dr. Logan's corpse. In a display of human emotion, he expresses sadness and then becomes enraged. He finds a pistol discarded on the floor and goes in search of revenge. Meanwhile, Miguel, who has become suicidal, opens the gates to the compound, allowing the horde of zombies lurking outside to enter onto the industrial-sized platform-elevator, devouring him. Before they kill him, he lowers the platform, allowing them to enter the compound. While Miguel is doing this, John overcomes his captors, knocks both Rhodes and Torrez out, steals their weapons, and goes into the zombie corral to rescue Sarah and Bill. The zombies rapidly enter the complex; Pvt. Rickles (Ralph Marrero) and Pvt. Torrez (Taso Stavrakis) are torn apart by the horde while Pvt. Steel (Gary Howard Klar) attempts to shoot Bub through a covered window, but gets bitten on the neck by another zombie. Refusing to be eaten alive or succumb to the infection, he commits suicide by shooting himself in the head. Rhodes attempts to escape, but is chased and shot several times by a gun-toting Bub. Bub chases Rhodes, staggering and cursing but still alive, into a horde of zombies and Bub mocks Rhodes with a salute and departs, as the other zombies tear Rhodes to pieces.
John reunites with Sarah and McDermott inside the zombie corral. They escape together to the surface, board the helicopter, and fly to a safely deserted island on which they will spend the rest of their lives."
6732,"Hello, Dolly!",Comedy|Musical|Romance,1969,Gene Kelly,musical,"In 1890, all of New York City is excited because widowed, brassy Dolly Levi (Barbra Streisand) is in town (""Call On Dolly""). Dolly makes a living through matchmaking and numerous sidelines (""Just Leave Everything to Me""). She is currently seeking a wife for grumpy Horace Vandergelder (Walter Matthau), the well-known ""half-a-millionaire"", but it becomes clear that Dolly intends to marry Horace herself. Dolly travels to Yonkers, New York to visit Horace. Ambrose Kemper (Tommy Tune), a young artist, wants to marry Horace's weepy niece, Ermengarde (Joyce Ames), but Horace opposes this because Ambrose's vocation does not guarantee a steady living. Horace, who is the owner of Vandergelder's Hay and Feed, explains to his two clerks, Cornelius Hackl (Michael Crawford) and Barnaby Tucker (Danny Lockin), that he is going to get married because ""It Takes a Woman"" to cheerfully do all the household chores. He plans to travel to New York City to propose to Irene Molloy (Marianne McAndrew), who owns a hat shop there. Dolly arrives in Yonkers and sends Horace ahead to the city. Before leaving, he tells Cornelius and Barnaby to mind the store.
Cornelius decides that he and Barnaby need to get out of Yonkers. Dolly knows two ladies in New York City they should call on: Irene Molloy and her shop assistant, Minnie Fay (E. J. Peaker). She enters Ermengarde and Ambrose in the upcoming polka competition at the fancy Harmonia Gardens Restaurant in New York City, so Ambrose can demonstrate his ability to be a breadwinner to Uncle Horace. Cornelius, Barnaby, Ambrose, Ermengarde and Dolly take the train to New York (""Put on Your Sunday Clothes""). Irene and Minnie open their hat shop for the afternoon. Irene does not love Horace Vandergelder and declares that she will wear an elaborate hat to impress a gentleman (""Ribbons Down My Back""). Cornelius and Barnaby arrive at the shop and pretend to be rich. Horace and Dolly arrive and Cornelius and Barnaby hide. Minnie screams when she finds Cornelius hiding in an armoire. Horace is about to open the armoire himself, but Dolly ""searches"" it and pronounces it empty. After hearing Cornelius sneeze, Horace storms out upon realizing there are men hiding in the shop, although he is unaware that they are his clerks. Dolly arranges for Cornelius and Barnaby, who are still pretending to be rich, to take the ladies out to dinner at Harmonia Gardens to make up for their humiliation. She teaches Cornelius and Barnaby how to dance since they always have dancing at such establishments (""Dancing""). The clerks and the ladies go to watch the Fourteenth Street Association Parade together. Alone, Dolly asks her first husband Ephram's permission to marry Horace, requesting a sign. She resolves to move on with life (""Before the Parade Passes By""). After meeting an old friend, Gussie Granger (Judy Knaiz), on a float in the parade, Dolly catches up with the annoyed Vandergelder as he is marching in the parade. She tells him the heiress Ernestina Semple (changed from the stage version's Ernestina Money; also Judy Knaiz) would be perfect for him and asks him to meet her at Harmonia Gardens that evening.
Cornelius is determined to get a kiss before the night is over. Since the clerks have no money to hire a carriage, they tell the girls that walking to the restaurant shows that they've got ""Elegance"". In a quiet flat, Dolly prepares for the evening (""Love is Only Love""). At the Harmonia Gardens Restaurant, Rudolph (David Hurst), the head waiter, whips his crew into shape for Dolly Levi's return. Horace arrives to meet his date, who is really Dolly's friend Gussie. As it turns out, she is not rich or elegant as Dolly implied, and she soon leaves after being bored by Horace, just as she and Dolly planned.
Cornelius, Barnaby and their dates arrive and are unaware that Horace is also at the restaurant. Dolly makes her triumphant return to the restaurant and is greeted in style by the staff (""Hello, Dolly!""). She sits in the now-empty seat at Horace's table and proceeds to tell him that no matter what he says, she will not marry him. Fearful of being caught, Cornelius confesses to the ladies that he and Barnaby have no money, and Irene, who knew they were pretending all along, offers to pay for the meal. She then realizes that she left her handbag with all her money in it at home. The four try to sneak out during the polka contest, but Horace recognizes them and also spots Ermengarde and Ambrose. In the ensuing confrontation, Vandergelder fires Cornelius and Barnaby (although they claim to have already quit) and they are forced to flee as a riot breaks out. Cornelius professes his love for Irene because ""It Only Takes a Moment"". Horace declares that he wouldn't marry Dolly if she were the last woman in the world. Dolly angrily bids him farewell; while he's bored and lonely, she'll be living the high life (""So Long, Dearie"").
The next morning, back at the hay and feed store, Cornelius and Irene, Barnaby and Minnie, and Ambrose and Ermengarde each come to collect the money Vandergelder owes them. Chastened, he finally admits that he needs Dolly in his life, but she is unsure about the marriage until Ephram sends her a sign. Vandergelder spontaneously repeats a saying of Ephram's: ""Money, pardon the expression, is like manure. It's not worth a thing unless it's spread about, encouraging young things to grow."" Cornelius becomes Horace's business partner at the store, and Barnaby fills Cornelius' old position. Horace tells Dolly life would be dull without her, and she promises that she'll ""never go away again"" (""Finale"")."
6733,I'm Going Home (Je rentre à la maison),Comedy|Drama,2001,,,
6734,Memoirs of an Invisible Man,Comedy|Sci-Fi|Thriller,1992,John Carpenter,comedy,"Nick Halloway (Chevy Chase) is a stock analyst who spends most of his life avoiding responsibility and connections with other people. At his favorite bar, the Academy Club, his friend George Talbot (Michael McKean) introduces him to Alice Monroe (Daryl Hannah), a TV documentary producer. Sharing an instant attraction, Nick and Alice make out in the ladies' room and set a lunch date for Friday.
The following morning, a hungover Nick attends a shareholders' meeting at Magnascopic Laboratories. Unable to endure the droning presentation by Dr. Bernard Wachs (Jim Norton), Nick leaves the room for a nap. A lab technician (Aaron Lustig) accidentally spills his mug of coffee onto a computer console, causing a meltdown, and the entire building is evacuated. The building seems to explode, but there is no debris. Instead, much of the building is rendered invisible, including Nick.
Shady CIA operative David Jenkins (Sam Neill) arrives on the scene, and discovers Nick's condition. While they are transferring him to an ambulance, the agents joke about how Nick will spend the rest of his life being studied by scientists. In a panic, Nick flees. Jenkins convinces his supervisor Warren Singleton (Stephen Tobolowsky) not to notify CIA headquarters so that they can capture and take credit for Nick, who could become the perfect secret agent.
Nick hides at the Academy Club. He locates Dr. Wachs and asks for his help to reverse his condition. Wachs agrees to help, but Jenkins kills him to keep Nick's invisibility a secret. Jenkins' team gets a hold of Nick's background information but it doesn't prove very useful in finding him. It says that Nick has never been married, his parents are both dead, he has no relatives, a few friends but none that he's real close to and he's not really dedicated to his job as he does it fast and loose. After reviewing Nick's profile, Jenkins says that Nick was an invisible man even before the accident. Nick infiltrates the CIA headquarters to find any information that can be used against them. Jenkins discovers Nick and tries to recruit him, but Nick is disgusted by the idea of him killing people. They have a confrontation, but Nick gets away.
Nick goes to San Francisco and stays in George's remote beach house. George arrives with his wife Ellen (Patricia Heaton), Alice, and another friend, to spend the weekend. Nick phones Alice and tells her to meet him nearby. He reveals his condition to Alice, and she promptly faints. When she revives, Alice decides to stay with Nick and help him. They travel to Mexico, where Nick can start a new life. To make money, he trades stocks using Alice as a proxy. Jenkins tracks them down, and shoots Nick with a tranquillizer gun. Nick falls into a river, revives and escapes. He makes his way to a video store, where he records his memoirs on video tape, including an ultimatum for Jenkins: exchange Alice for the tape, or Nick will give it to the CIA and the press. Jenkins agrees to the exchange.
At the arranged time for the exchange, Jenkins puts Alice into a cab and orders his men to surround the phone booth where he thinks Nick is. The man in the phone booth turns out to be George, who is dressed in Nick's concealing clothing. Nick is disguised as the cab driver; he takes Alice away, pursued by Jenkins. They continue the chase on foot into a building still under construction, in the course of which Nick gets covered with concrete dust, outlining his silhouette. At the top, by taking off his jacket (which has the largest amount of dust on it), Nick tricks Jenkins into thinking that he has become desperate enough to commit suicide, thus making Jenkins lunge at the jacket and plunging off the building to his death.
Believing Nick to be dead, Singleton releases Alice. Nick reunites with Alice and they leave for Switzerland. The film ends with shots of Nick's apparently empty clothing skiing down a mountainside towards their chalet, where a pregnant Alice greets him with a hot drink and a kiss."
6735,The Rose,Drama,1979,Mark Rydell,drama,"In late 1969, Mary Rose Foster (Bette Midler) is a famous rock and roll diva known as The Rose. Although a success, she is burnt out and lonely but is kept working by her gruff, greedy manager and promoter Rudge Campbell (Alan Bates). Though loud and brassy, Rose is an insecure alcoholic and former drug user who seems to crave approval in her life. As such, she is determined to return to her hometown, now as a superstar. After being humiliated by a country singing star named Billy Ray (Harry Dean Stanton) whose songs she performs in her show, Rose takes off with a limousine driver named Huston Dyer (Frederic Forrest) and begins a romance with him. Rudge thinks Huston is just another hanger on, but Rose thinks she has finally met her true love. Huston tells her that he is actually an AWOL sergeant from the Army, and she tells him of her past in Florida. They have a rocky relationship and her lifestyle of ""Sex, Drugs, and Rock & Roll"", constant touring, and Huston's jealousy over Rose's lesbian lover Sarah lead her to an inevitable breakdown at a tour stop in Memphis. Huston and Rose break up and she returns to her hometown of Jacksonville, Florida with PFC Mal, whom she met in Texas, as a security escort, telling him about her past.
Arriving at the stadium for afternoon rehearsals for her concert, Rose repeats her intention to take a one-year break from performing, leading Rudge to tell her she will be in breach of contract and tells her she's fired (a ploy, his ""ace in the hole"", to keep her performing). Dyer reappears and they realize that they can now leave and be together. she takes him on a tour of bars and music joints in her town. Their reunion ends when Rudge reaches her on their car phone and convinces her to return for the concert, causing Dyer to give up and immediately grab a ride out-of-town with a trucker. Finally, Rose collapses on stage and dies (from an overdose of alcohol, barbiturates and heroin) in the opening minutes of her long-awaited homecoming concert.
This is allusion to the oft-repeated story of a certain strain of Los Angeles heroin being especially potent as it circulated in late September and early October 1970, claiming not only the life of Janis Joplin but many other people as well as leaving many others with permanent disabilities.[citation needed]"
6736,See No Evil,Crime|Drama|Horror|Thriller,1971,Richard Fleischer,suspense,"After being blinded in a horse riding accident, Sarah (Mia Farrow) visits her uncle's home. Out on a date with her boyfriend Steve (Norman Eshley), she escapes the fate of her relatives (Dorothy Alison, Robin Bailey, and Diane Grayson), who are murdered at their home by a psychotic killer. Sarah returns from her date and spends the night in the house, unaware that three of her family members' corpses are strewn about the house.
She eventually discovers the bodies, as well as a bracelet containing the engraved name of the killer. The killer returns, searching for the lost bracelet and discovers Sarah, who manages to flee on horseback. Sarah encounters a family of gypsies and shows them the bracelet with the name ""Jacko"" inscribed. One of the gypsies concludes that his brother Jack must be responsible. In an effort to save Jack, the brother pretends to take Sarah to the police but, instead, locks her in a secluded shed.
Sarah eventually escapes from the shed and reunites with Steve. Steve and his stable boys leave Sarah at his house and begin a search for the killer. They come across the two gypsy brothers and are about to kill them, when Jack reveals that he wears a bracelet with the name ""Jack"", and not ""Jacko,"" inscribed. Steve, upon learning that the real killer's name is ""Jacko"", doubles back to his house, where it is revealed that one of the groomsmen, Jacko (Paul Nicholas), had been left behind to tend to Sarah. Back at the house, Jacko attempts to drown Sarah in a bathtub, but Steve returns just in time to rescue her."
6737,Super Sucker,Comedy,2002,,,
6738,Indiscretion of an American Wife (a.k.a. Terminal Station) (Stazione Termini),Drama,1953,,,
6739,At War with the Army,Comedy|Musical|Romance,1950,Hal Walker,musical comedy,"The film is set at a United States Army base in Kentucky at the end of 1944, during World War II.[4] The protagonists are First Sergeant Vic Puccinelli (Dean Martin) and Private First Class Alvin Korwin (Jerry Lewis), who were partners in a nightclub song-and-dance act before joining the Army.
Puccinelli wants to be transferred from his dull job to active duty overseas, but is refused transfer and is to be commissioned a Warrant Officer. Korwin wants a pass to see his wife and new baby. In addition, they have to rehearse for the base talent show and avoid the wrath of Alvin's platoon sergeant, Sergeant McVey (Mike Kellin).
Along the way they both sing a few songs, and they do an impression of Bing Crosby and Barry Fitzgerald by recreating a scene from Going My Way for the talent show. Further complications include a Post Exchange worker who is pregnant, a company commander who gets all his information from his wife, a scheming supply sergeant, and a defective Coca-Cola machine."
6740,Bingo,Adventure|Comedy,1991,Matthew Robbins,family,"Bingo is an outcast circus dog whom his owners, Steve (Simon Webb) and Ginger (Suzie Plakson), pay little attention to. Their star puppy, Lauren, develops an infection from having stepped on a nail, so they use Bingo in place of her for their next act - The Ring of Fire. But Bingo is afraid of fire (due to the fact that he experienced it as a young puppy and furthermore lost his own mother that way) and chickens out. In rage of the embarrassment, Steve gets ready to shoot him, but his wife, Ginger stops him and while trying to restrain him, tells Bingo to start over and find a family. Bingo does so when Ginger finally agrees with Steve to kill him when Bingo mistakes her orders several times.
The next day, Chuckie and his brother, Chickie along with friends of his go for a bike ride but Chuckie is too slow. To prove to the clan that he isn't scared, he attempts to jump a bridge (with sunglasses), but based on lack of skills, nearly kills himself in the process. Bingo sees the whole thing and jumps on Chuckie's stomach to get the water out of him. The next day after that, Chuckie wakes up to find himself completely naked and all his clothes have been hung up on the washing line (including Bingo's collar). He eventually finds Bingo and thanks him for saving his life, and that they'll be friends for life. Bingo finds a fish for Chuckie to eat but encounter a bear in the process, to which Bingo manages to drive off.
Meanwhile, Chuckie's parents Natalie and Hal, the latter being the place kicker for the Denver Broncos, worry over their son. But the next morning, when Chuckie does return, they don't want to know where he was, instead telling him to take a shower as he smells like ""wet dog"". Chuckie has to leave for school. After that, both boy and dog spend more time together (skateboarding, reading magazines, video games and doing math homework). Feeling ignored and even emotionally abused by his parents and older brother who seem to care more about his father's NFL career he considers Bingo to be godsend, but Bingo causes trouble as well (getting into Natalie's cold cream, chewing Chickie's citizenship award, soiling the driveway which Hal had slipped in).
Chuckie returns home and his best friend is largely blamed for the incidents. Hal tells him to go upstairs and start packing as he has been traded to another team, the Green Bay Packers. Chuckie makes a death-proof box for Bingo to sleep in so he can take him with him. But Bingo sneaks out in the middle of the night and goes to see the next-door's dog (whom he met earlier) with flowers and a bottle of champagne. The next morning, he misses Chuckie's car as it drives off on the journey to their new home. Chasing the car, Chuckie's parents spot him, and they drive away.
Bingo then gets into an encounter with a policeman, who believes he has been drinking and fines him. After escaping, Bingo passes out from dehydration and is taken in by a man (who turns out that he kills dogs and cooks them). Bingo advises the rest of the captured dogs to dig under the cells and then attack him. Then he drives a truck (with the man and his wife in a cell) and jumps out as they crash.
As Chuckie and his family are staying at a motel, Bingo is around somewhere sniffing garbage. There, he is taken in by two criminals, Lenny and Eli. He sees that they have taken a couple and their two children, Sandy and Cindy, as hostages. Bingo realises they could be killed, so he telephones 911 and frees the family. The next day, the authorities arrive to arrest the kidnappers. In gratitude, the family take him in and the girls argue over what to call their new pet until a man comes in to take Bingo to court. After an unfair trial, Bingo is jailed for contempt of court.
Bingo ends up in a cell with a man known as ""Four-Eyes"" (Wayne Robson), who befriends him and saves him from a knife incident (involving Lenny and Eli) in the laundry room. That night, they escape together, but Four-Eyes isn't so lucky (he is shot non-fatally at by a nightwatchman). Then Bingo walks for a long time and stops for a rest at a kind young woman, Bunny's house. She gives him some travel goodies and he walks again. He then finds Chuckie, but sees that he is walking another dog, so he mistakenly thinks he doesn't care about him anymore. Homeless and alone, he finds work in a friendly cook's restaurant.
Lenny and Eli are informed of Bingo's escape and set out to kill him, but when they have him cornered, Chuckie spots them and races his bike towards the criminals, before he is picked up and put in their car. Once at their hideout, Chuckie is tied up and gagged. After an altercation over the phone with Natalie, Eli tells her they have Chuckie and that they want Hal to miss all his field-goals for that day's game. Natalie and Chickie repeatedly answer the door to Bingo, who holds a number of Chuckie's clothes. When he brings home enough of them to confirm evidence, Natalie suddenly becomes worried, and Chickie agrees to go out and try and spot where Chuckie is held hostage, in which he succeeds.
Natalie phones Hal (although he told her numerous times that she shouldn't call him at the stadium) and tells him about how Lenny and Eli have Chuckie and are holding him captive. When said that they'll pay any amount, Natalie informs him that it's not like that and that Hal needs to miss all his field-goals or risk Chuckie being killed. After the phone call, Hal asks if he could have a word with his coach; he asks him ""What's more important, family or football?"", to which the coach responds that football is his life.
Chickie runs into the room and tells Natalie that he's found Chuckie and that they have no choice but to call the police. Meanwhile, Eli and Lenny are attacked by Bingo, and is captured and tied up with Chuckie. Carelessly, Eli tosses his cigarette, setting the lair on fire just as they break for the car. Chuckie, seemingly dying, tells Bingo to ring the fire alarm. Bingo does so, overcoming his fear of fire. The police move in and listen to the game on the radio. Then they arrest Lenny and Eli and nurse Chuckie's injuries. They call the bomb squad to find a bomb that was hidden in one of the suitcases. After finding out that Chuckie is safe, Hal scores a last-minute, crucial field-goal, but at the same time Bingo is holding the suitcase containing the bomb and it explodes. Natalie screams and faints, and so does Chuckie. The fireman then makes a call and finds a piece of fur in mid-air.
When Chuckie wakes up, he is in the hospital with Natalie, Hal and Chickie. Hal tells him they found Bingo so they go to see him in his room. Once they enter his room, they find a crowd of people (including the dogs that were tortured). They are all the people whom Bingo met on his journey, and Natalie tells Chuckie that they are Bingo's friends and they've been at the hospital all night, since they all heard his story on the news and wanted to wish him well. Chuckie pulls the curtain to reveal Bingo with a bandaged arm, and lying down in bed. Chuckie tells him he needs him and he must pull through, and the doctor muses that he'll be fine. Then Chuckie asks Hal if he can keep Bingo, and after some encouragement from everybody, he gives in and says ""Sure, son. Just as soon as we have him neutered."" The film ends with a circle around Bingo's head when he gives an upset look as the credits roll."
6741,God told Me To,Crime|Horror|Mystery|Sci-Fi|Thriller,1976,,,
6742,"I, Madman",Horror,1989,,,
6743,Jungle Book,Action|Adventure|Fantasy,1942,Zoltan Korda,adventure,"In an Indian village, Buldeo, an elderly storyteller, is paid by a visiting British memsahib to tell a story of his youth. He speaks of the animals of the jungle and of the ever-present threats to human life posed by the jungle itself. He then recalls his earlier life:
As a younger man he dreams that his village could one day become an important town and that the jungle could be conquered. However, when he is speaking about these dreams, an attack by Shere Khan, the tiger, leads to the death of a man and the loss of the man's child. The child is adopted by wolves in the jungle and grows to be the wild youth Mowgli. Years later, Mowgli is captured by the villagers and taken in by his mother Messua, though she does not recognize him as her lost child. He learns to speak and tries to imitate the ways of men, as well as becomes friendly with Buldeo's daughter, Mahala – much to Buldeo's distress, since he is convinced that the wild Mowgli is dangerous. When Mowgli and Mahala explore the jungle, they discover a hidden chamber in a ruined palace, containing fabulous wealth. Warned by an aged cobra that the wealth brings death, they leave, but Mahala takes one coin as a memento. When Buldeo sees the coin, he tries to force Mowgli to tell him where the treasure is, but Mowgli refuses. Buldeo resolves to follow Mowgli to the site of the treasure.
Later Mowgli fights and kills Shere Khan, with some last minute help from Kaa, the python. As he is skinning the body, Buldeo arrives. He threatens Mowgli with a gun, but is attacked by Mowgli's friend Bagheera, the black panther. Buldeo becomes convinced that Bagheera is Mowgli himself, shape-shifted into panther form. He tells the villagers that Mowgli is a witch, as is his mother. Mowgli is chained up and threatened with death, but escapes with his mother's help. However, she and another villager who tries to defend her are tied up and themselves threatened with burning for witchcraft.
Mowgli is followed by the greedy Buldeo and two friends, a priest and a barber, to the lost city. They find the treasure (including a golden elephant goad with a big ruby intact) and leave for the village with as much as they can carry. But when they stop for the night, the priest tries to steal a jewel-encrusted axe from the barber's share and murders him when the barber wakes up. The priest unconvincingly tells Buldeo that the barber had attacked him and that he had killed in self-defense, but Buldeo knows better. The next day, the priest attacks Buldeo while his back is turned, but Buldeo knocks him into the swamp where he is killed by a crocodile. Mowgli, who'd been trailing the men, tells Bagheera to chase Buldeo, the sole survivor, from the jungle, and Buldeo flees for his life, jettisoning the treasure he'd been carrying.
Enraged and maddened, Buldeo tries to murder Mowgli and even the jungle itself, by starting a forest fire. The fire rages, but the wind turns and threatens the village. The villagers flee, but Mowgli's mother and her defender are trapped. Mowgli brings the elephants to the village and breaks open the building, escaping to the river with his mother, Mahala and other villagers. He is invited to follow them to a new life downriver, but refuses to leave the jungle, turning back to help animals trapped by the fire.
The scene returns to the present day, with the elderly Buldeo telling his story and admitting that the jungle defeated his youthful dreams. When asked what became of Mowgli and his daughter, as well as how he escaped from the fire himself, he looks into the camera and says that is another story."
6744,Once Bitten,Comedy|Horror,1985,Howard Storm,comedy,"Being 400 years old, the Countess has collected a stable of young men and women who accompany her on her centuries-old journey through eternal night-and youth. While she is immortal, she is required to drink the blood of a young male virgin three times by Halloween each year to keep her immortality and youthful appearance - a task she finds increasingly and extremely hard, since attractive young male virgins are almost impossible to find in the 1980s, particularly in hedonistic cities, in this case, Los Angeles.
Meanwhile, high school student Mark Kendall wants to have sex, but is being put off by his girlfriend Robin Pierce. One night, Mark and his best friends Jamie and Russ go into a singles bar in Hollywood. Mark meets the Countess and he goes back to her mansion, and after she seduces him, he passes out when she bites his thigh. When he wakes up, she pretends they have had sex and tells him that he is now hers. Mark does not know what she means by that, and over the next few days, he begins showing strange behaviors; having strange dreams, avoiding direct sunlight, and even drinking blood (from raw meat). After the Countess gets a second bite, Robin notices Mark's odd behavior and confronts the Countess during a dance-off at the high school's Halloween dance.
While it appears that Robin has won back Mark, this is only temporary. The Countess kidnaps Robin to lure Mark to her mansion for a final bite before her deadline expires, and it is up to Robin, Jamie, and Russ to stop her. Eventually, to save Mark from the Countess's clutches, Robin and Mark have sex in a coffin while being chased by the Countess's minions, thereby taking Mark's virginity, bringing him back to normal. This renders him useless to the Countess as she has to drink virgin blood. Defeated, the Countess then begins to grow old and decrepit before their eyes. The Countess' assistant, Sebastian, tells her not to worry as there are other virgins in the world despite the fact that the Countess doubts she will find another virgin. The movie ends with Mark and Robin continuing to have sex in the coffin."
